Id,Authors,Article Title,Journal Title,Journal Abbreviation,MedlinePgn,Volume,Date,PMID,Book Accession,DOI,Abstract,Publication Type,Query,Topic,Impact Factor > 8,Impact Factor Number
584,"R. Salama, M. Sadaie, M. Hoare and M. Narita, ",Cellular senescence and its effector programs.,Genes & development ,Genes Dev,99-114,28(2) ,(Jan. 2014). ,24449267,,DOI 10.1101/gad.235184.113.,"Cellular senescence is a stress response that accompanies stable exit from the cell cycle. Classically, senescence, particularly in human cells, involves the p53 and p16/Rb pathways, and often both of these tumor suppressor pathways need to be abrogated to bypass senescence. In parallel, a number of effector mechanisms of senescence have been identified and characterized. These studies suggest that senescence is a collective phenotype of these multiple effectors, and their intensity and combination can be different depending on triggers and cell types, conferring a complex and diverse nature to senescence. Series of studies on senescence-associated secretory phenotype (SASP) in particular have revealed various layers of functionality of senescent cells in vivo. Here we discuss some key features of senescence effectors and attempt to functionally link them when it is possible.","|Journal Article|Research Support, Non-U.S. Gov't|Review","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,12.89
585,"L. Wagstaff, G. Kolahgar and E. Piddini, ",Competitive cell interactions in cancer: a cellular tug of war.,Trends in cell biology ,Trends Cell Biol,160-7,23(4) ,(Apr. 2013). ,23219382,,DOI 10.1016/j.tcb.2012.11.002.,"Within tissues, cells sense differences in fitness levels and this can lead to fitter cells eliminating less fit, albeit viable, cells via competitive cell interactions. The involvement of several cancer-related genes in this phenomenon has drawn attention to a potential connection between competitive cell interactions and cancer. Indeed, initial studies found that tumor-promoting genes can turn cells into 'supercompetitors', able to kill normal cells around them. However, more recently it has been observed that cells harboring certain cancer-promoting mutations can be eliminated by surrounding normal cells, suggesting that competitive cell interactions could also have a tumor-suppressive role. These findings suggest a new view whereby tumor and host cells engage in a bidirectional tug of war, the outcome of which may have a profound impact on disease progression.","|Journal Article|Research Support, Non-U.S. Gov't|Review","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,21.167
586,"C. Jenkinson, J. Earl, P. Ghaneh, C. Halloran, A. Carrato, W. Greenhalf, J. Neoptolemos and E. Costello, ",Biomarkers for early diagnosis of pancreatic cancer.,Expert review of gastroenterology & hepatology ,Expert Rev Gastroenterol Hepatol,305-15,9(3) ,(Mar. 2015). ,25373768,,DOI 10.1586/17474124.2015.965145.,"Pancreatic ductal adenocarcinoma is an aggressive malignancy with a 5-year survival rate of approximately 5%. The lack of established strategies for early detection contributes to this poor prognosis. Although several novel candidate biomarkers have been proposed for earlier diagnosis, none have been adopted into routine clinical use. In this review, the authors examine the challenges associated with finding new pancreatic cancer diagnostic biomarkers and explore why translation of biomarker research for patient benefit has thus far failed. The authors also review recent progress and highlight advances in the understanding of the biology of pancreatic cancer that may lead to improvements in biomarker detection and implementation.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,17.298
587,"M. Garg, RL. Gurung, S. Mansoubi, JO. Ahmed, A. Davé, FZ. Watts and A. Bianchi, ",Tpz1TPP1 SUMOylation reveals evolutionary conservation of SUMO-dependent Stn1 telomere association.,EMBO reports ,EMBO Rep,871-7,15(8) ,(Aug. 2014). ,24925530,,DOI 10.15252/embr.201438919.,"Elongation of the telomeric overhang by telomerase is counteracted by synthesis of the complementary strand by the CST complex, CTC1(Cdc13)/Stn1/Ten1. Interaction of budding yeast Stn1 with overhang-binding Cdc13 is increased by Cdc13 SUMOylation. Human and fission yeast CST instead interact with overhang-binding TPP1/POT1. We show that the fission yeast TPP1 ortholog, Tpz1, is SUMOylated. Tpz1 SUMOylation restricts telomere elongation and promotes Stn1/Ten1 telomere association, and a SUMO-Tpz1 fusion protein has increased affinity for Stn1. Our data suggest that SUMO inhibits telomerase through stimulation of Stn1/Ten1 action by Tpz1, highlighting the evolutionary conservation of the regulation of CST function by SUMOylation.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,9.071
588,"I. Plaza-Menacho, L. Mologni and NQ. McDonald, ",Mechanisms of RET signaling in cancer: current and future implications for targeted therapy.,Cellular signalling ,Cell Signal,1743-52,26(8) ,(Aug. 2014). ,24705026,,DOI 10.1016/j.cellsig.2014.03.032.,"De-regulation of RET signaling by oncogenic mutation, gene rearrangement, overexpression or transcriptional up-regulation is implicated in several human cancers of neuroendocrine and epithelial origin (thyroid, breast, lung). Understanding how RET signaling mechanisms associated with these oncogenic events are deregulated, and their impact in the biological processes driving tumor formation and progression, as well as response to treatment, will be crucial to find and develop better targeted therapeutic strategies. In this review we emphasie the distinct mechanisms of RET signaling in cancer and summarise current knowledge on small molecule inhibitors targeting the tyrosine kinase domain of RET as therapeutic drugs in RET-positive cancers.",|Journal Article|Review,"""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,66.85
589,"P. Collin, O. Nashchekina, R. Walker and J. Pines, ",The spindle assembly checkpoint works like a rheostat rather than a toggle switch.,Nature cell biology ,Nat Cell Biol,1378-85,15(11) ,(Nov. 2013). ,24096242,,DOI 10.1038/ncb2855.,"The spindle assembly checkpoint (SAC) is essential in mammalian mitosis to ensure the equal segregation of sister chromatids. The SAC generates a mitotic checkpoint complex (MCC) to prevent the anaphase-promoting complex/cyclosome (APC/C) from targeting key mitotic regulators for destruction until all of the chromosomes have attached to the mitotic apparatus. A single unattached kinetochore can delay anaphase for several hours, but how it is able to block the APC/C throughout the cell is not understood. Present concepts of the SAC posit that either it exhibits an all-or-nothing response or there is a minimum threshold sufficient to block the APC/C (ref. 7). Here, we have used gene targeting to measure SAC activity, and find that it does not have an all-or-nothing response. Instead, the strength of the SAC depends on the amount of MAD2 recruited to kinetochores and on the amount of MCC formed. Furthermore, we show that different drugs activate the SAC to different extents, which may be relevant to their efficacy in chemotherapy.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,28.213
590,"FE. Hood, SJ. Williams, SG. Burgess, MW. Richards, D. Roth, A. Straube, M. Pfuhl, R. Bayliss and SJ. Royle, ",Coordination of adjacent domains mediates TACC3-ch-TOG-clathrin assembly and mitotic spindle binding.,The Journal of cell biology ,J Cell Biol,463-78,202(3) ,(Aug. 2013). ,23918938,,DOI 10.1083/jcb.201211127.,"A complex of transforming acidic coiled-coil protein 3 (TACC3), colonic and hepatic tumor overexpressed gene (ch-TOG), and clathrin has been implicated in mitotic spindle assembly and in the stabilization of kinetochore fibers by cross-linking microtubules. It is unclear how this complex binds microtubules and how the proteins in the complex interact with one another. TACC3 and clathrin have each been proposed to be the spindle recruitment factor. We have mapped the interactions within the complex and show that TACC3 and clathrin were interdependent for spindle recruitment, having to interact in order for either to be recruited to the spindle. The N-terminal domain of clathrin and the TACC domain of TACC3 in tandem made a microtubule interaction surface, coordinated by TACC3-clathrin binding. A dileucine motif and Aurora A-phosphorylated serine 558 on TACC3 bound to the ""ankle"" of clathrin. The other interaction within the complex involved a stutter in the TACC3 coiled-coil and a proposed novel sixth TOG domain in ch-TOG, which was required for microtubule localization of ch-TOG but not TACC3-clathrin.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,8.077
591,"A. Gescher, WP. Steward and K. Brown, ",Resveratrol in the management of human cancer: how strong is the clinical evidence?,Annals of the New York Academy of Sciences ,Ann N Y Acad Sci,20-Dec,1290,(Jul. 2013). ,23855461,,DOI 10.1111/nyas.12205.,"Among the plethora of biochemical mechanisms engaged by resveratrol in preclinical systems, its anticarcinogenic effects represent some of the most convincing and intriguing. As outlined in this review, there is considerable interest in developing resveratrol for cancer prevention and treatment. The plasma pharmacokinetics of resveratrol in humans are now reasonably well defined, and studies have shown that repeated daily doses up to 1 g are safe and well tolerated, although gastrointestinal toxicity is observed at higher intakes. However, care is needed regarding underlying conditions in specific patient groups, and there is potential for drug interactions at doses greater than 1 gram. Little is known regarding the pharmacodynamic effects of resveratrol in humans, but the observation that it modulates components of the insulin-like growth factor system in the plasma of volunteers is encouraging. While the knowledge base that helps determine whether resveratrol may be useful in cancer management has increased substantially in recent years, important questions remain.","|Journal Article|Research Support, Non-U.S. Gov't|Review","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,63.714
592,"H. Mohammed, C. D'Santos, AA. Serandour, HR. Ali, GD. Brown, A. Atkins, OM. Rueda, KA. Holmes, V. Theodorou, JL. Robinson, W. Zwart, A. Saadi, CS. Ross-Innes, SF. Chin, S. Menon, J. Stingl, C. Palmieri, C. Caldas and JS. Carroll, ",Endogenous purification reveals GREB1 as a key estrogen receptor regulatory factor.,Cell reports ,Cell Rep,342-9,3(2) ,(Feb. 2013). ,23403292,,DOI 10.1016/j.celrep.2013.01.010.,"Estrogen receptor-α (ER) is the driving transcription factor in most breast cancers, and its associated proteins can influence drug response, but direct methods for identifying interacting proteins have been limited. We purified endogenous ER using an approach termed RIME (rapid immunoprecipitation mass spectrometry of endogenous proteins) and discovered the interactome under agonist- and antagonist-liganded conditions in breast cancer cells, revealing transcriptional networks in breast cancer. The most estrogen-enriched ER interactor is GREB1, a potential clinical biomarker with no known function. GREB1 is shown to be a chromatin-bound ER coactivator and is essential for ER-mediated transcription, because it stabilizes interactions between ER and additional cofactors. We show a GREB1-ER interaction in three xenograft tumors, and using a directed protein-protein approach, we find GREB1-ER interactions in half of ER(+) primary breast cancers. This finding is supported by histological expression of GREB1, which shows that GREB1 is expressed in half of ER(+) cancers, and predicts good clinical outcome. These findings reveal an unexpected role for GREB1 as an estrogen-specific ER cofactor that is expressed in drug-sensitive contexts.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,9.995
593,"A. Zambon, D. Niculescu-Duvaz, I. Niculescu-Duvaz, R. Marais and CJ. Springer, ",BRAF as a therapeutic target: a patent review (2006 - 2012).,Expert opinion on therapeutic patents ,Expert Opin Ther Pat,155-64,23(2) ,(Feb. 2013). ,23294221,,DOI 10.1517/13543776.2013.741593.,"After its identification as an oncogene in 2002, mutant BRAF has become the target of a number of drug discovery programmes, primarily aimed at the treatment of late stage or unresectable melanoma. Some of the drugs thus developed, such as vemurafenib and dabrafenib, show impressive responses in melanoma patients harbouring a BRAF mutation.","|Journal Article|Research Support, Non-U.S. Gov't|Review","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
594,"LL. Nikitenko, T. Shimosawa, S. Henderson, T. Mäkinen, H. Shimosawa, U. Qureshi, RB. Pedley, MC. Rees, T. Fujita and C. Boshoff, ",Adrenomedullin haploinsufficiency predisposes to secondary lymphedema.,The Journal of investigative dermatology ,J Invest Dermatol,1768-76,133(7) ,(Jul. 2013). ,23364478,,DOI 10.1038/jid.2013.47.,"Secondary lymphedema is a debilitating condition, and genetic factors predisposing to its development remain largely unknown. Adrenomedullin (AM) is peptide encoded, together with proadrenomedullin N-terminal peptide (PAMP), by the Adm gene (adrenomedullin gene). AM and its putative receptor calcitonin receptor-like receptor (CLR) are implicated in angiogenesis and lymphangiogenesis during embryogenesis and wound healing, suggesting their possible involvement in secondary lymphedema. To investigate whether AM deficiency predisposes to secondary lymphedema, we used heterozygous adult mice with Adm gene-knockin stop mutation, which selectively abrogated AM, but preserved PAMP, expression (Adm(AM+/Δ) animals). After hind limb skin incision, Adm messenger RNA expression was upregulated in wounded tissue of both Adm(AM+/+) and Adm(AM+/Δ) mice. However, only Adm(AM+/Δ) animals developed limb swelling and histopathological lymphedematous changes, including epidermal thickening, elevated collagen fiber density, and increased microvessel diameter. Secondary lymphedema was prevented when circulating AM levels in Adm(AM+/Δ) mice were restored by systemic peptide delivery. In human skin, CLR was expressed in tissue components affected by lymphedema, including epidermis, lymphatics, and blood vessels. Our study identified a previously unrecognized role for endogenous AM as a key factor in secondary lymphedema pathogenesis and provided experimental in vivo evidence of an underlying germ-line genetic predisposition to developing this disorder.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
595,"CT. Pan, JA. Hinks, QM. Ramasse, G. Greaves, U. Bangert, SE. Donnelly and SJ. Haigh, ",In-situ observation and atomic resolution imaging of the ion irradiation induced amorphisation of graphene.,Scientific reports ,Sci Rep,6334,4,(Oct. 2014). ,25284688,,DOI 10.1038/srep06334.,"Ion irradiation has been observed to induce a macroscopic flattening and in-plane shrinkage of graphene sheets without a complete loss of crystallinity. Electron diffraction studies performed during simultaneous in-situ ion irradiation have allowed identification of the fluence at which the graphene sheet loses long-range order. This approach has facilitated complementary ex-situ investigations, allowing the first atomic resolution scanning transmission electron microscopy images of ion-irradiation induced graphene defect structures together with quantitative analysis of defect densities using Raman spectroscopy.","|Journal Article|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
596,"RL. Milne, J. Herranz, K. Michailidou, J. Dennis, JP. Tyrer, MP. Zamora, JI. Arias-Perez, A. González-Neira, G. Pita, MR. Alonso, Q. Wang, MK. Bolla, K. Czene, M. Eriksson, K. Humphreys, H. Darabi, J. Li, H. Anton-Culver, SL. Neuhausen, A. Ziogas, CA. Clarke, JL. Hopper, GS. Dite, C. Apicella, MC. Southey, G. Chenevix-Trench, A. Swerdlow, A. Ashworth, N. Orr, M. Schoemaker, A. Jakubowska, J. Lubinski, K. Jaworska-Bieniek, K. Durda, IL. Andrulis, JA. Knight, G. Glendon, AM. Mulligan, SE. Bojesen, BG. Nordestgaard, H. Flyger, H. Nevanlinna, TA. Muranen, K. Aittomäki, C. Blomqvist, J. Chang-Claude, A. Rudolph, P. Seibold, D. Flesch-Janys, X. Wang, JE. Olson, C. Vachon, K. Purrington, R. Winqvist, K. Pylkäs, A. Jukkola-Vuorinen, M. Grip, AM. Dunning, M. Shah, P. Guénel, T. Truong, M. Sanchez, C. Mulot, H. Brenner, AK. Dieffenbach, V. Arndt, C. Stegmaier, A. Lindblom, S. Margolin, MJ. Hooning, A. Hollestelle, JM. Collée, A. Jager, A. Cox, IW. Brock, MW. Reed, P. Devilee, RA. Tollenaar, C. Seynaeve, CA. Haiman, BE. Henderson, F. Schumacher, L. Le Marchand, J. Simard, M. Dumont, P. Soucy, T. Dörk, NV. Bogdanova, U. Hamann, A. Försti, T. Rüdiger, HU. Ulmer, PA. Fasching, L. Häberle, AB. Ekici, MW. Beckmann, O. Fletcher, N. Johnson, I. dos Santos Silva, J. Peto, P. Radice, P. Peterlongo, B. Peissel, P. Mariani, GG. Giles, G. Severi, L. Baglietto, E. Sawyer, I. Tomlinson, M. Kerin, N. Miller, F. Marme, B. Burwinkel, A. Mannermaa, V. Kataja, VM. Kosma, JM. Hartikainen, D. Lambrechts, BT. Yesilyurt, G. Floris, K. Leunen, GG. Alnæs, V. Kristensen, AL. Børresen-Dale, M. García-Closas, SJ. Chanock, J. Lissowska, JD. Figueroa, MK. Schmidt, A. Broeks, S. Verhoef, EJ. Rutgers, H. Brauch, T. Brüning, YD. Ko, FJ. Couch, AE. Toland, D. Yannoukakos, PD. Pharoah, P. Hall, J. Benítez, N. Malats and DF. Easton, ","A large-scale assessment of two-way SNP interactions in breast cancer susceptibility using 46,450 cases and 42,461 controls from the breast cancer association consortium.",Human molecular genetics ,Hum Mol Genet,1934-46,23(7) ,(Apr. 2014). ,24242184,,DOI 10.1093/hmg/ddt581.,"Part of the substantial unexplained familial aggregation of breast cancer may be due to interactions between common variants, but few studies have had adequate statistical power to detect interactions of realistic magnitude. We aimed to assess all two-way interactions in breast cancer susceptibility between 70,917 single nucleotide polymorphisms (SNPs) selected primarily based on prior evidence of a marginal effect. Thirty-eight international studies contributed data for 46,450 breast cancer cases and 42,461 controls of European origin as part of a multi-consortium project (COGS). First, SNPs were preselected based on evidence (P < 0.01) of a per-allele main effect, and all two-way combinations of those were evaluated by a per-allele (1 d.f.) test for interaction using logistic regression. Second, all 2.5 billion possible two-SNP combinations were evaluated using Boolean operation-based screening and testing, and SNP pairs with the strongest evidence of interaction (P < 10(-4)) were selected for more careful assessment by logistic regression. Under the first approach, 3277 SNPs were preselected, but an evaluation of all possible two-SNP combinations (1 d.f.) identified no interactions at P < 10(-8). Results from the second analytic approach were consistent with those from the first (P > 10(-10)). In summary, we observed little evidence of two-way SNP interactions in breast cancer susceptibility, despite the large number of SNPs with potential marginal effects considered and the very large sample size. This finding may have important implications for risk prediction, simplifying the modelling required. Further comprehensive, large-scale genome-wide interaction studies may identify novel interacting loci if the inherent logistic and computational challenges can be overcome.","|Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
597,"G. Farnie, PM. Willan, RB. Clarke and NJ. Bundred, ",Combined inhibition of ErbB1/2 and Notch receptors effectively targets breast ductal carcinoma in situ (DCIS) stem/progenitor cell activity regardless of ErbB2 status.,PloS one ,PLoS One,e56840,8(2) ,(2013). ,23457626,,DOI 10.1371/journal.pone.0056840.,"Pathways involved in DCIS stem and progenitor signalling are poorly understood yet are critical to understand DCIS biology and to develop new therapies. Notch and ErbB1/2 receptor signalling cross talk has been demonstrated in invasive breast cancer, but their role in DCIS stem and progenitor cells has not been investigated. We have utilised 2 DCIS cell lines, MCF10DCIS.com (ErbB2-normal) and SUM225 (ErbB2-overexpressing) and 7 human primary DCIS samples were cultured in 3D matrigel and as mammospheres in the presence, absence or combination of the Notch inhibitor, DAPT, and ErbB1/2 inhibitors, lapatinib or gefitinib. Western blotting was applied to assess downstream signalling. In this study we demonstrate that DAPT reduced acini size and mammosphere formation in MCF10DCIS.com whereas there was no effect in SUM225. Lapatinb reduced acini size and mammosphere formation in SUM225, whereas mammosphere formation and Notch1 activity were increased in MCF10DCIS.com. Combined DAPT/lapatinib treatment was more effective at reducing acini size in both DCIS cell lines. Mammosphere formation in cell lines and human primary DCIS was reduced further by DAPT/lapatinib or DAPT/gefitinib regardless of ErbB2 receptor status. Our pre-clinical human models of DCIS demonstrate that Notch and ErbB1/2 both play a role in DCIS acini growth and stem cell activity. We report for the first time that cross talk between the two pathways in DCIS occurs regardless of ErbB2 receptor status and inhibition of Notch and ErbB1/2 was more efficacious than either alone. These data provide further understanding of DCIS biology and suggest treatment strategies combining Notch and ErbB1/2 inhibitors should be investigated regardless of ErbB2 receptor status.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
598,"U. Zafar, P. Nzerem, A. Langarica-Fuentes, A. Houlden, A. Heyworth, A. Saiani and GD. Robson, ",Biodegradation of polyester polyurethane during commercial composting and analysis of associated fungal communities.,Bioresource technology ,Bioresour Technol,374-7,158,(Apr. 2014). ,24656620,,DOI 10.1016/j.biortech.2014.02.077.,"In this study the biodegradation of polyurethane (PU) during the maturation stage of a commercial composting process was investigated. PU coupons were buried in the centre and at the surface of a 10 m high compost pile. Fungal communities colonising polyester PU coupons were compared with the native compost communities using culture based and molecular techniques. Putative polyester PU degrading fungi were ubiquitous in compost and rapidly colonised the surface of polyester PU coupons with significant deterioration. As the temperature decreased, fungal diversity in the compost and on the surface of the polyester PU coupons increased and selection of fungal community on the polyester PU coupons occurs that is different from the surrounding compost.",|Journal Article,"""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,11.889
600,"S. O Hagan, N. Swainston, J. Handl and DB. Kell, ",A 'rule of 0.5' for the metabolite-likeness of approved pharmaceutical drugs.,Metabolomics : Official journal of the Metabolomic Society ,Metabolomics,323-339,11(2) ,(2015). ,25750602,,,"We exploit the recent availability of a community reconstruction of the human metabolic network ('Recon2') to study how close in structural terms are marketed drugs to the nearest known metabolite(s) that Recon2 contains. While other encodings using different kinds of chemical fingerprints give greater differences, we find using the 166 Public MDL Molecular Access (MACCS) keys that 90 % of marketed drugs have a Tanimoto similarity of more than 0.5 to the (structurally) 'nearest' human metabolite. This suggests a 'rule of 0.5' mnemonic for assessing the metabolite-like properties that characterise successful, marketed drugs. Multiobjective clustering leads to a similar conclusion, while artificial (synthetic) structures are seen to be less human-metabolite-like. This 'rule of 0.5' may have considerable predictive value in chemical biology and drug discovery, and may represent a powerful filter for decision making processes.",|Journal Article,"""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
603,"SJ. Furney, M. Pedersen, D. Gentien, AG. Dumont, A. Rapinat, L. Desjardins, S. Turajlic, S. Piperno-Neumann, P. de la Grange, S. Roman-Roman, MH. Stern and R. Marais, ",SF3B1 mutations are associated with alternative splicing in uveal melanoma.,Cancer discovery ,Cancer Discov,1122-1129,3(10) ,(Oct. 2013). ,23861464,,DOI 10.1158/2159-8290.CD-13-0330.,"Uveal melanoma, the most common eye malignancy, causes severe visual morbidity and is fatal in approximately 50% of patients. Primary uveal melanoma can be cured by surgery or radiotherapy, but the metastatic disease is treatment refractory. To understand comprehensively uveal melanoma genetics, we conducted single-nucleotide polymorphism arrays and whole-genome sequencing on 12 primary uveal melanomas. We observed only approximately 2,000 predicted somatic single-nucleotide variants per tumor and low levels of aneuploidy. We did not observe an ultraviolet radiation DNA damage signature, but identified SF3B1 mutations in three samples and a further 15 mutations in an extension cohort of 105 samples. SF3B1 mutations were associated with good prognosis and were rarely coincident with BAP1 mutations. SF3B1 encodes a component of the spliceosome, and RNA sequencing revealed that SF3B1 mutations were associated with differential alternative splicing of protein coding genes, including ABCC5 and UQCC, and of the long noncoding RNA CRNDE.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,38.272
605,"LA. Castillo Diaz, A. Saiani, JE. Gough and AF. Miller, ",Human osteoblasts within soft peptide hydrogels promote mineralisation in vitro.,Journal of tissue engineering ,J Tissue Eng,2.04E+15,5,(2014). ,25383164,,DOI 10.1177/2041731414539344.,"Biomaterials that provide three-dimensional support networks for the culture of cells are being developed for a wide range of tissue engineering applications including the regeneration of bone. This study explores the potential of the versatile ionic-complementary peptide, FEFEFKFK, for such a purpose as this peptide spontaneously self-assembles into β-sheet-rich fibres that subsequently self-associate to form self-supporting hydrogels. Via simple live/dead cell assays, we demonstrated that 3 wt% hydrogels were optimal for the support of osteoblast cells. We went on to show that these cells are not only viable within the three-dimensional hydrogel but they also proliferate and produce osteogenic key proteins, that is, they behave like in vivo bone cells, over the 14-day period explored here. The gel elasticity increased over time when cells were present - in comparison to a decrease in control samples - indicating the deposition of matrix throughout the peptide scaffold. Moreover, significant quantities of calcium phosphate were deposited. Collectively, these data demonstrate that ionic-complementary octapeptides offer a suitable three-dimensional environment for osteoblastic cell function.",|Journal Article,"""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,12.834
609,"JA. Hickin, A. Ahmed, K. Fucke, M. Ashcroft and K. Jones, ",The synthesis and structure revision of NSC-134754.,"Chemical communications (Cambridge, England) ",Chem Commun (Camb),1238-40,50(10) ,(Feb. 2014). ,24336320,,DOI 10.1039/c3cc48189a.,"The synthesis of emetine analogue NSC-134754, a potent inhibitor of the HIF pathway, has been accomplished and its structure reassigned. The stereochemistry of NSC-134754 has been assigned for the first time using X-ray crystallography and it has been demonstrated that only one diastereoisomer is active against HIF.",|Journal Article,"""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,25.832
612,"CK. Schmidt and SP. Jackson, ","On your mark, get SET(D2), go! H3K36me3 primes DNA mismatch repair.",Cell ,Cell,513-5,153(3) ,(Apr. 2013). ,23622237,,DOI 10.1016/j.cell.2013.04.018.,"Trimethylation of histone H3 on Lys36 (H3K36me3) by SETD2 is linked to actively transcribed regions. Li et al. identify a novel role for H3K36me3 that facilitates DNA mismatch repair (MMR) in cells by targeting the MMR machinery to chromatin during the cell cycle, thereby explaining certain cases of MMR-defective cancers.",|Comment|Journal Article,"""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,66.85
614,"A. Mishchenko, JS. Tu, Y. Cao, RV. Gorbachev, JR. Wallbank, MT. Greenaway, VE. Morozov, SV. Morozov, MJ. Zhu, SL. Wong, F. Withers, CR. Woods, YJ. Kim, K. Watanabe, T. Taniguchi, EE. Vdovin, O. Makarovsky, TM. Fromhold, VI. Fal'ko, AK. Geim, L. Eaves and KS. Novoselov, ",Twist-controlled resonant tunnelling in graphene/boron nitride/graphene heterostructures.,Nature nanotechnology ,Nat Nanotechnol,808-13,9(10) ,(Oct. 2014). ,25194946,,DOI 10.1038/nnano.2014.187.,"Recent developments in the technology of van der Waals heterostructures made from two-dimensional atomic crystals have already led to the observation of new physical phenomena, such as the metal-insulator transition and Coulomb drag, and to the realization of functional devices, such as tunnel diodes, tunnel transistors and photovoltaic sensors. An unprecedented degree of control of the electronic properties is available not only by means of the selection of materials in the stack, but also through the additional fine-tuning achievable by adjusting the built-in strain and relative orientation of the component layers. Here we demonstrate how careful alignment of the crystallographic orientation of two graphene electrodes separated by a layer of hexagonal boron nitride in a transistor device can achieve resonant tunnelling with conservation of electron energy, momentum and, potentially, chirality. We show how the resonance peak and negative differential conductance in the device characteristics induce a tunable radiofrequency oscillatory current that has potential for future high-frequency technology.","|Journal Article|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,40.523
